,UID,about,category,checkins,cover,description,emails,id,latitude,link,located_in,longitude,page_token,phone,picture,street,website
10,1335,Σχολή πολεμικών τεχνών Aikido - Katori shinto ryu Νεα Ιωνια Αττικής,Martial Arts School,951,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/22713517_10159401572590401_2384064571233908405_o.jpg?oh=72527888c9ff11a43b9a837d0be3181b&oe=5B03CDC6,"Καλώς ήρθατε στο Aikido zanshin dojo ZanShin είναι ένας ιαπωνική όρος που χρησιμοποιείται συχνά για την πολεμική τέχνη του Aikido. Μεταφράζεται ως ""ατέλειωτη ποιότητα της προσοχής"", ""αδιάσπαστη συγκέντρωση"", ή ""η καρδιά που παραμένει."" ZanShin είναι η κύρια μέθοδος που εγώ και πολλοί επαγγελματίες sensei Aikido, το χρησιμοποιούν στη διαδικασία μάθησης. Αυτή η διδασκαλία είναι πρακτική και για το μάθημα αλλά και στην ίδια την ζωή μας . Aikido zanshin dojo Η σχολή Aikido zanshin dojo δημιουργήθηκε το 2004 από τον Φάνη Κοκολη . Με την συνδρομή του sensei Adam Adamski 6 Dan Aikikai , όπως και την συνδρομή πολλών κορυφαίων shihan από την Ιαπωνία που φιλοξενούμε κάθε χρόνο με σεμινάρια που διοργανώνουμε στην σχολή μας. Από τον Σεπτέμβριο του 2017 η σχολή μας είναι υπό την τεχνική επίβλεψη του Shihan Suwa Masatoshi 7 Dan Aikikai ο οποίος είναι και επίσημα ο δάσκαλος μου και τον εκπροσωπώ στην Ελλάδα . Ο ίδιος είναι υπεύθυνος για τις εξετάσεις Dan για έμενα και τους μαθητές μου . Το dojo λειτουργεί σε ένα σύγχρονο, όμορφα διαμορφωμένο χώρο στον οποίο παρέχονται όλες οι ανέσεις για μια ευχάριστη γεμάτη θετική ενέργεια εξάσκηση. Aikido zanshin dojo -Εγγραφές Οι εγγραφές των καινούργιων μαθητών γίνονται καθημερινά όλο τον χρόνο . Πληροφορίες σχετικά με τα απαιτούμενα δικαιολογητικά μπορείτε να πάρετε από τη διεύθυνση του dojo. Aikido zanshin dojo -Η διεύθυνση Το dojo βρίσκεται στην περιοχή της Νέας Ιωνίας –Περισσός , στη διεύθυνση Κωνσταντίνου Παλαιολόγου 25, Νέα Ιωνία 14233 (πλησίον νοσοκομείου Αγίας Όλγας) . Στο dojo λειτουργούν τα εξής τμήματα: Παιδικό τμήμα Τμήμα ενηλίκων - Aikido Τμήμα ενηλίκων - Katori Shinto Ryu Γυναικείο τμήμα Aikido -Self Defense Για περισσότερες πληροφορίες μπορείτε να μας επισκέπτεστε καθημερινά σχολή μας τις ώρες 18:00 - 22:00",info@aikidozanshin.gr,149986255400.0,38.036413,https://www.facebook.com/aikidozanshin.gr/,,23.7580808,aikidozanshin.gr,2102794239,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/22688726_10159401576760401_7478219744723365528_n.jpg?oh=bf487dde3f9b8e32b46e219f98f66684&oe=5B0CABE0,Παλαιολογου 25 Νέα Ιωνία,http://www.aikidozanshin.gr
11,346,,Martial Arts School,2605,https://scontent.xx.fbcdn.net/v/t1.0-9/16508461_10154304206313848_8393490608681605470_n.jpg?_nc_cat=0&oh=87f1bb4d55ddba6cedc4ae9aa53c0568&oe=5BA39C94,ΠΟΛΕΜΙΚΗ ΤΕΧΝΗ - ΟΛΥΜΠΙΑΚΟ ΑΓΩΝΙΣΜΑ,g.stavrianostkd7@hotmail.gr,156379733847.0,38.03129886,https://www.facebook.com/taekwondoethnikos95/,,23.69015985,taekwondoethnikos95,2105029006,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12987120_10153550621743848_8738846819615000450_n.jpg?_nc_cat=0&oh=d559717d95257aab74c4b60779753e4a&oe=5BAC8D9D,palatianis 34 kai agιas theklas 36 - nea liosia,
12,1031,email: gymdekathlon@yahoo.gr,"Stadium, Arena & Sports Venue",0,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10509692_10154344362280165_4673105477126863178_n.jpg?_nc_cat=0&oh=12c46c3aa546c565cd6ff1d63be90da3&oe=5BEB793B,,mitsos.margaritis@yahoo.gr,157071120164.0,,https://www.facebook.com/ΔΕΚΑΘΛΟΝ-GYM-157071120164/,,,ΔΕΚΑΘΛΟΝ-GYM-157071120164,210 5765683,https://scontent.xx.fbcdn.net/v/t1.0-1/c120.4.600.600/s50x50/1175077_10153238144790165_989413365_n.jpg?_nc_cat=0&oh=5b60ed651c468d83e7805610c6544286&oe=5BE9353F,ΑΓ. ΦΑΝΟΥΡΙΟΥ 45 . ΙΛΙΟΝ,
13,355,,Sports Team,3106,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12938311_10153653821618022_8294846355966456551_n.jpg?_nc_cat=0&oh=393d76f3b02ac5269338df21d6b2f0f0&oe=5BE2765B,"Από το 2006 στο κέντρο του Αμαρουσίου ( Μαρούσι Αττικής ) λειτουργεί ο Αθλητικός Σύλλογος Καράτε » Ο Δρομος της Ειρήνης «. Πτυχιούχοι και έμπειροι προπονητές καθώς επίσης και καταξιωμένοι αθλητές παγκοσμίου επιπέδου καθοδηγούν όσους θέλουν να γνωρίσουν ( μικρούς και μεγάλους ) αυτό το ξεχωριστό σπορ και αυτή την ιδιαίτερη αλλά και ξεχωριστή πολεμική τέχνη. Πολλοί αθλητές του συλλόγου τα τελευταία χρόνια έχουν πετύχει σπουδαίες διακρίσεις, τόσο στα εγχώρια πανελλήνια πρωταθλήματα της Ελληνικής Ομοσπονδίας Καράτε ( ΕΛΟΚ ), όσο και στα διεθνή επίσημα πρωταθλήματα της Παγκόσμιας Ομοσπονδίας Καράτε ( WKF ). Το Καράτε ως σπορ αριθμεί περίπου 100.000.000 ασκούμενους σε όλο τον κόσμο, εκ των οποίων τα 10.000.000 είναι ενεργοί αθλητές, ενώ η Παγκόσμια Ομοσπονδία Καράτε ( WKF ) αποτελείται από 186 ενεργά κράτη – μέλη. Η Ελληνική Ομοσπονδία Καράτε (ΕΛΟΚ )δημιουργήθηκε το 1986, ενώ το 1990 αναγνωρίστηκε από την Γενική Γραμματεία Αθλητισμού ( ΓΓΑ) καθώς επίσης και από την Διεθνή Ολυμπιακή Επιτροπή ( ΔΟΕ ). Αυτή την στιγμή η Ελληνική Ομοσπονδία Καράτε αριθμεί πάνω από 15.000 ενεργούς αθλητές και πάνω από 400.000 ασκούμενους σε όλη την Ελλάδα, ενώ αριθμεί 486 ενεργούς αθλητικούς συλλόγους σε όλη την ελληνική επικράτεια. Ένα παιδί μπορεί να ενταχθεί στο σπορ του Καράτε από την ηλικία των τεσσάρων ή πέντε ετών. Το καράτε πλέον είναι ένας δημοφιλής τρόπος άσκησης που προτείνεται στους γονείς από τα εκπαιδευτικά συστήματα όλου του κόσμου, ενώ ενδείκνυται για παιδιά με διαφόρους τύπους μαθησιακών δυσκολιών, όπως αυτή της απόσπασης προσοχής, της υπερκινητικότητας, της ελλιπούς συγκέντρωσης και της δυσλεξίας. Η εστίαση της προσοχής, η συγκέντρωση, η πειθαρχία, η υπομονή και η επιμονή που απαιτούνται κατά την διάρκεια της προπόνησης, είναι παράμετροι σημαντικοί που πρέπει να ελεγχθούν από το παιδί – ασκούμενο. Ένας ενήλικας μπορεί να ενταχθεί σε αυτό οσο η διάθεσή του, του επιτρέπει να προσφέρει στον εαυτό του κάτι ωφέλιμο, κάτι που να μπορεί να ασκείται και να εξελίσσεται μέσω αυτού έως τα γεράματά του. Υπάρχουν χιλιάδες ηλικιωμένοι σε όλα τα μέρη του κόσμου που κρατούν, τόσο το σώμα, όσο και το πνεύμα τους δυνατό μέσω της εξάσκησής τους στο Καράτε. Το Καράτε μπορεί να προσφέρει στον ασκούμενο : · Βελτίωση της καρδιοαναπνευστικής και της νευρομυικής του λειτουργίας. · Ομοιόμορφη μυϊκή ενδυνάμωση τόσο των άκρων όσο και του κορμού. · Αυτοπροστασία μέσω της Αυτοάμυνας. · Βελτίωση της ευλυγισίας. · Βελτίωση του ρυθμόυ. · Βελτίωση της κιναισθητικής ικανότητας. · Βελτίωση της συγκέντρωσης και της εστίασης της προσοχής. · Ανάπτυξη της αίσθησης της πρωτοβουλίας ( Αυτοπεποίθηση ). · Καταπολέμηση του φόβου και της δειλίας. · Πειθαρχία. · Αξίες οπως ο Σεβασμός και η Ευγενή Άμιλλα.",,161285983021.0,,https://www.facebook.com/Karate-Club-Amarousiou-161285983021/,,,Karate-Club-Amarousiou-161285983021,,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12963485_10153654741358022_107148323659141299_n.jpg?_nc_cat=0&oh=035980886706c36e0748f2b27b1673b5&oe=5BE12440,Δημητρίου Ράλλη 11 Μαρούσι Αττικής,http://www.kca.gr
14,1264,Ai-ki-do σημαίνει το μονοπάτι της εναρμόνισης με την συμπαντική ενέργεια και είναι μία από τις πιο ολοκληρωμένες πολεμικές τέχνες.,Sports Team,7,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17265155_10158374188960273_233933832913757261_n.jpg?oh=f0e2869a5585fb679e327554cae255a1&oe=5B37DDF9,"Ai-ki-do σημαίνει το μονοπάτι της εναρμόνισης με την συμπαντική ενέργεια και είναι μία από τις πιο ολοκληρωμένες πολεμικές τέχνες συνδυάζοντας κορυφαία τεχνική, ήθος και πνευματικότητα. Είναι η τέχνη της αγάπης που ενώνει τους πάντες αντί να διαιρεί, ένας συνδυασμός σπαθασκίας, απόγονος αυτής των samurai και jujutsu (the art of softness). Περιλαμβάνει τεχνικές σώματος (taijutsu), τεχνικές σπαθιού (kenjutsu) και τεχνικές κονταριού (jojutsu). Το Aikido είναι το πάντρεμα σώματος και πνεύματος και ξεχωρίζει από τις άλλες πολεμικές τέχνες επειδή χαρακτηρίζεται έντονα από τις αρμονικές, ρευστές και δυναμικές κινήσεις. To Aikido είναι κατάλληλο για όλους, άντρες, γυναίκες και παιδιά και για όλες τις ηλικίες. Και αυτό γιατί βασίζεται στην τεχνική, στην ενέργεια και στο πνεύμα, και όχι στη μυϊκή δύναμη. Μέσα από τα μαθήματα Aikido μαθαίνει κανείς τα εξής: Αρχές του Aikido και θεωρία Τεχνικές σώματος Τεχνικές σπαθιού Τεχνικές κονταριού Τεχνικές μαχαιριού Η σχέση του Aikido με τις άλλες πολεμικές τέχνες Πρακτικές εφαρμογές — Αυτοάμυνα Προέκταση της φιλοσοφίας του Aikido στην καθημερινότητα - εφαρμογή και αποφυγή ψυχολογικών επιθέσεων Aikido και αυτοπεποίθηση Aikido και σωματική-πνευματική ισορροπία Διδάκονται: . Aikido . Iaido . Μakko-Ηo Shiatsu (Japanese exercise system) . Reiki . Zen Meditation . Αυτογνωσία",,200329205272.0,38.0383235,https://www.facebook.com/aikibuddha/,,23.76887798,aikibuddha,6973746816,https://scontent.xx.fbcdn.net/v/t1.0-1/c9.0.50.50/p50x50/14354898_10157446095610273_7349370018830505651_n.jpg?oh=0c3f0d21d085a1bb4f8a6aa3c7efe1cd&oe=5B46FD87,"Βοσπόρου 82, Καλογρέζα, Νέα Ιωνία",
15,1569,Hellenic Aikido - NishiMachi Dojo ( PERISTERI),Martial Arts School,5,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/10981315_10152855061002517_6518973822123211953_o.jpg?_nc_cat=0&oh=7f9ff8c776186605223f4d4105672b93&oe=5BE7F1A0,Sensei Spyros Sampsonas 3rd dan,,241039147516.0,38.0120697,https://www.facebook.com/NishiMachi-Aikido-Dojo-Peristeri-241039147516/,,23.6860008,NishiMachi-Aikido-Dojo-Peristeri-241039147516,6937851493,https://scontent.xx.fbcdn.net/v/t1.0-1/c6.0.50.50/p50x50/12804705_10153552789827517_5550661659006628260_n.jpg?_nc_cat=0&oh=bc3724f687002a79182baf05f69db089&oe=5BEB369E,ΠΕΛΑΣΓΙΑΣ & ΔΩΔΕΚΑΝΗΣΟΥ 1,http://nishimachidojo.blogspot.com
16,732,THE SWIMMING TEAM,Sports Team,0,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/26757145_10155182210191961_783469907164622654_o.jpg?oh=45946737889ddae29104e9960460817b&oe=5B3C7E56,,,265068631960.0,,https://www.facebook.com/anoargyroupolis.gr/,,,anoargyroupolis.gr,210 9623333,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21541_265072456960_6133090_n.jpg?oh=ac346020d953b246c8d4d8afb9f28160&oe=5B48FFC1,Ανοικτό Δημοτικό Κολυμβητήριο Αργυρούπολης - Κύπρου & Τριπόλεως 1,www.anoargiroupolis.gr
17,1476,"Για personal training εντός και εκτός σπιτιού σας, επικοινωνήστε μαζί μας.",Gym/Physical Fitness Center,916,https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/10700629_10152798253334598_2217121769565972143_o.jpg?oh=3c4c53d54fc946568f5ecddfa1d6174f&oe=5B09A63D,,physicalgym.george@gmail.com,268010469597.0,37.9855723,https://www.facebook.com/PHY24/,,23.7277305,PHY24,6949448380,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/10509686_10152760719849598_4491100546762084178_n.jpg?oh=0f57a1eccb48e5e9b13b0c0cc4e4be6a&oe=5B014B67,Λ.ΑΜΦΙΘΕΑΣ 152,http://WWW.PHYSICALGYM.GR
18,877,Mixed Martial Arts - Kick boxing - Thai boxing - combat jujitsu - kyokushin kan - M M A,Martial Arts School,113,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/1978798_10151986767787507_769986140_n.jpg?_nc_cat=0&oh=3829511a0ee29abf0ff675ea1eec1ea6&oe=5BB60A27,,zongas-team@hotmail.com,280263182506.0,36.4306634,https://www.facebook.com/Zongas-Fighting-Team-280263182506/,,28.2220163,Zongas-Fighting-Team-280263182506,6972675959,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/10710523_10152392303167507_5141627437170101845_n.jpg?_nc_cat=0&oh=cf6cf584290637ccc9603c6d013e6096&oe=5BE07752,Αλυτρώτων Ελλήνων 22. Δασκάλους,
19,1156,,Amateur Sports Team,0,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/14188491_10154258611280873_2608792160286453597_o.jpg?_nc_cat=0&oh=388fc0c5e5a59d50ca1e534cba9d41e4&oe=5BADE909,,aol.kifisias@gmail.com,313832605872.0,,https://www.facebook.com/Αθλητικός-Όμιλος-Ολυμπιάδα-Κηφισιάς-EOKA-313832605872/,,,Αθλητικός-Όμιλος-Ολυμπιάδα-Κηφισιάς-EOKA-313832605872,6908498983 6973820364,https://scontent.xx.fbcdn.net/v/t1.0-1/c5.0.50.50/p50x50/12105822_10153530801500873_6067939341772405596_n.png?_nc_cat=0&oh=09b7daac4df12951ad9da18129e3d2bf&oe=5BAC714A,Kifissias Ave 192,
20,173,Σχολή ιαπωνικών πολεμικών τεχνών-Ninjutsu/Bujinkan Budo Taijutsu,Sports Club,2,https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/23004543_10159453519955065_2383732066929882971_o.jpg?oh=197fc2026d4d0118448f94da5d33126a&oe=5B4C98E9,"Η σχολή στεγάζεται σε ένα χώρο 150 τ.μ. με 64 αγωνιστικο χωρο προπονησης,που αποτελείται από υψηλής ποιότητας tatami προδιαγραφών Ολυμπιακών αγώνων,συμφωνα με τα προτυπα της Παγκοσμιας Ομοσπονδιας JUDO (IJF) και της ελληνικής ομοσπονδίας JUDO (ΕΟT) καθως και της JJIF (Ju-Jitsu International Federation)και της EFEOZ-Z (Eλληνικη Φιλαθλος Ομοσπονδια Ζιου-Ζιτσου) , ώστε να αποφεύγονται οι όποιες πιθανότητες τραυματισμού κατά τη διάρκεια της προπόνησης. Υπάρχουν επίσης αποδυτήρια αντρών, γυναικών καθώς και ντουζιέρες. Το Bujinkan Dojo Hellas είναι κοντά στο κέντρο και θα το βρείτε πολύ εύκολα. Η διεύθυνσή του είναι: Bujinkan Dojo Hellas/Athens Ευπαλίνου 7 (κάθετη στην Πατησίων No 185) 11253 Πλατεία Αμερικής / Αθήνα Τηλ. 210 – 86 46 042",info@bujinkanhellas.com,331229980064.0,,https://www.facebook.com/bujinkanhellas/,,,bujinkanhellas,302108646042,https://scontent.xx.fbcdn.net/v/t1.0-1/c30.30.379.379/s50x50/555049_10152665316270065_99454047_n.jpg?oh=e9b975f0e0a580b78609c342f3c7bb15&oe=5B0D5F52,"Ευπαλινου 7 ,(κάθετη Πατησίων185), Πλ.Αμερικης,",http://www.bujinkanhellas.com
21,298,Αριστοτέλειο Γυμναστικός Σύλλογος Πυγμαχίας Περιστερίου,"Stadium, Arena & Sports Venue",656,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/23172769_10155782575074544_3552165329427977528_n.png?oh=5407ce892adb1eab02e93e80e8452ca7&oe=5B07A082,"Το ΑΡΙΣΤΟΤΕΛΕΙΟ είναι ο σύλλογος πυγμαχίας που ίδρυσε ο Γιώργος Στεφανόπουλος, Ολυμπιονίκης πυγμαχίας στο Λος-Άντζελες, πριν από 20 και...χρόνια για να διδάξει στα νέα παιδιά τη μαγεία και τα μυστικά της πυγμαχίας. Μετά την ίδρυση του ΣΕΠ ( Σύνδεσμος Επαγγελματικής Πυγμαχίας) από το Γιώργο Στεφανόπουλο, το ΑΡΙΣΤΟΤΕΛΕΙΟ έχει μετατραπεί στη Μέκκα της επαγγελματικής πυγμαχίας, καθώς πολλές διοργανώσεις του ΣΕΠ πραγματοποιούνται στο χώρο του ΑΡΙΣΤΟΤΕΛΕΙΟΥ αλλά και πολλοί επαγγελματίες πυγμάχοι ζητούν τις γνώσεις και την εμπειρία του Στεφανόπουλου προκειμένου να προετοιμαστούν για αγώνες στο εξωτερικό, Στο ΑΡΙΣΤΟΤΕΛΕΙΟ λειτουργεί καθημερινά τμήμα αρχαρίων στην πυγμαχία και τμήμα αγωνιστικό. Στο κικ λειτουργεί καθημερινά τμήμα παιδικό και τμήμα ενηλίκων. Το ΑΡΙΣΤΟΤΕΛΕΙΟ στεγάζεται σε αίθουσα του Ολυμπιακού Κέντρου Πυγμαχίας ""ΓΙΩΡΓΟΣ ΣΤΕΦΑΝΟΠΟΥΛΟΣ"" το οποίο φέρει τιμής ένεκεν το όνομα του Ολυμπιονίκη, και αποτελεί πόλο έλξης όσων επιθυμούν να διδαχθούν σωστά και με ασφάλεια το ακίνδυνο άθλημα της πυγμαχίας το οποίο στα χέρια αδαών προπονητών μπορεί να μετατραπεί σε άκρως επικίνδυνο. Οι υπερσύγχρονες εγκαταστάσεις του Ολυμπιακού σταδίου που φιλοξενεί το ΑΡΙΣΤΟΤΕΛΕΙΟ και η απαράμιλλη τεχνογνωσία του Έλληνα θρύλου του μποξ, του Στεφανόπουλου, καθιστούν το ΑΡΙΣΤΟΤΕΛΕΙΟ στην ιδανική επιλογή για όσους επιθυμούν πραγματικά να διδαχθούν με ασφάλεια και εγκυρότητα το μποξ. Ασύγκριτο προτέρημα του ΑΡΙΣΤΟΤΕΛΕΙΟΥ είναι το γεγονός ότι από τα πρώτα λεπτά δίνουν την αίσθηση στο νέο μέλος ότι εντάσσεται σε μια μεγάλη οικογένεια που αγκαλιάζει και εμπνέει πολύπλευρα τα μέλη του. Το ΑΡΙΣΤΟΤΕΛΕΙΟ αποτελει το ιδανικο μερος για να γνωρισει ενας αθλητης τις μαχητικες τεχνες με ασφαλεια και εγγυηση για γνωση αψογης τεχνικης σε κλιμα σεβασμου και αξιοπρεπειας. Μεγάλη ικανοποίηση αποτελεί για τα νέα μέλη η γνωριμία με τον κορυφαίο Έλληνα πυγμάχο Γιώργο Στεφανόπουλο, ο οποίος επιβεβαιώνει με την προσωπικότητά του , ότι ""το σπουδαίο είναι απλό"". Οι άνθρωποι που τον γνωρίζουν για πρώτη φορά, συνειδητοποιούν από την πρώτη στιγμή ότι ο προπονητής του ΑΡΙΣΤΟΤΕΛΕΙΟΥ είναι ένας ιδιαίτερα ευγενικός, προσιτός, σεμνός και ήρεμος άνθρωπος που απευθύνεται με τον ίδιο σεβασμό κι ενδιαφέρον στον πρωταθλητή του μποξ όσο και στον αρχάριο.",stef.boxing@gmail.com,339329749543.0,38.0126987,https://www.facebook.com/aristoteleio.boxing/,,23.7164714,aristoteleio.boxing,6945034841 6979514914,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/23319015_10155788775859544_1992025872764779028_n.jpg?oh=8b55752d81d747648ecb2c47a3990281&oe=5B36D5B0,Περιστέρι Βορείου Ηπείρου 21,
22,1907,VISIT OUR WEBSITE : www.sxolipapanikolaou.gr,Education,141,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/11136130_10155635950070473_2009938610835487309_o.jpg?_nc_cat=0&oh=dbaca30a3b7d3c2d4c6bdab22ed7ca2f&oe=5B9E9D24,,,421288930472.0,38.04145839,https://www.facebook.com/sxolixoroupapanikolaou/,,23.84797096,sxolixoroupapanikolaou,2108105535,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.50.50/p50x50/1209297_10153349534895473_1551109768_n.jpg?_nc_cat=0&oh=dc0cb7cfd25bc604f87816305144318a&oe=5BEBEA96,Anapafseos 44 - Vrilissia,http://sxolipapanikolaou.gr
23,1823,Ιδιοκτήτρια της σχολής : Ντίνα Βασιλάκη,Local Business,0,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/11952948_943284799046546_1352586250700629150_o.jpg?_nc_cat=0&oh=f1a1af57bdca652187f25d62a49e8805&oe=5BAB121D,Καθηγήτριες της σχολής μας : -Ντίνα Βασιλάκη -Χαρά Καράλη -Γωγώ Παντελοπούλου -Γωγώ Ανταλουδάκη,,100335733341461.0,,https://www.facebook.com/Σχολη-Μπαλετου-Ντινα-Βασιλακη-100335733341461/,,,Σχολη-Μπαλετου-Ντινα-Βασιλακη-100335733341461,2810-210669,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.19.50.50/p50x50/23576_100337323341302_5930169_n.jpg?_nc_cat=0&oh=ae8440aabf82c37c1aee21ae208c90c8&oe=5BE503D7,Ροδοκανάκη 6,
24,1564,ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ ΕΡΜΗΣ ΠΕΡΑΜΑΤΟΣ TAEKWONDO W.T.F. & I.T.F.,Martial Arts School,117,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/21199400_1308783492583106_7996057626998591079_o.jpg?_nc_cat=0&oh=967d2d9cfa27193cfc00917dd5a16cf7&oe=5BE340CA,"ΑΝΑΓΝΩΡΙΣΜΕΝΟΣ ΣΥΛΛΟΓΟΣ ΑΠΟ ΤΗΝ ΕΛ.Ο.Τ., Α.Ο.Τ.Ε., ΓΟΥΣΟΥ ΚΟΥΝΓΚ ΦΟΥ ΚΑΙ ΠΟΚ. ΔΙΠΛΩΜΑΤΟΥΧΟΣ ΠΡΟΠΟΝΗΤΡΙΑ ΑΠΟ ΤΗΝ Γ.Γ.Α. ΚΥΡΙΑΚΗ ΧΑΤΖΟΓΙΑΝΝΑΚΗ",taekwondoermisperamatos@yahoo.com,104136069714527.0,37.96297468,https://www.facebook.com/Tae-Kwon-Do-Ermis-Peramatos-104136069714527/,,23.57785148,Tae-Kwon-Do-Ermis-Peramatos-104136069714527,,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.6.50.50/p50x50/14237558_964108337050625_3288653803505578871_n.jpg?_nc_cat=0&oh=f51867fb4dae0cf69bfc6d5748ddb8bc&oe=5BE8CB62,ΛΕΩΦ. ΕΙΡΗΝΗΣ 249,http://www.taekwondo-ermis.blogspot.gr/
25,1350,Πρότυπο αθλητικό κέντρο Πολεμικών τεχνών TAE-KWON-DO Παλμός Μάχης για Ειρήνη και Ζωή,Martial Arts School,23,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/20507388_331012854022647_2175620479405738085_o.jpg?oh=2256cbaeef7a6efcfb164299641b6751&oe=5B0C7FE5,"Σ Π Α Ρ Τ Α Κ Ο Σ Spartacus ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ Ν Ε Α Σ ΠΟΛΙΤΕΙΑΣ Ο Σύλλογός μας δραστηριοποιείται στο χώρο του Αθλητισμού και του Πολιτισμού, συμμετέχοντας σε αντίστοιχες εκδηλώσεις και των δύο τομέων απασχολώντας και εκπαιδεύοντας νέους και νέες σε “υγιείς” συνήθειες και ενασχολήσεις. Σκοπός του Συλλόγου είναι: Α) Η καλλιέργεια και ανάπτυξη του αθλητικού πνεύματος των νέων, και γενικότερα η πνευματική, μορφωτική και πολιτιστική ανύψωση των μελών, αλλά και της ευρύτερης περιοχής της έδρας του σωματείου. Β) Η σύσφιξη των σχέσεων και ανάπτυξη δεσμών αγάπης και φιλίας μεταξύ των μελών του σωματείου. Γ) Η δημιουργία ισχυρών και ηθικών χαρακτήρων μέσω της φυσικής αγωγής και του Αθλητισμού. Δ) Η μελέτη και προβολή των προβλημάτων αθλητισμού της περιοχής, και η μέριμνα για την κάλυψη των αθλητικών αναγκών της περιοχής. E) Η σωματική και ηθική ανάπτυξις των μελών αυτού, Η προώθηση των ενδιαφερόντων και κοινών συμφερόντων τους, η διοργάνωση και συμμετοχή αυτού σε αθλητικές και πολιτιστικές εκδηλώσεις κάθε είδους.",spartakusneapolitia@gmail.com,105583943232207.0,40.68145165,https://www.facebook.com/A.O.Spartacusneapolitia/,,22.91509867,A.O.Spartacusneapolitia,2310 688811,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/26805047_398440487279883_5732716368071956668_n.jpg?oh=ec0b6e2c85cd78e55061deb9789f7be1&oe=5B0AE126,Ωκεανού/Προέκταση Ολυμπιαδος,
